"","Virus.name","Lineage","Accession.ID","Collection.date","Location","Host","Passage","Specimen","Additional.host.information","Sequencing.technology","Assembly.method","Sequence.Length","Comment","Comment.type","Submission.date","FU","TAT","Year","Month","MMWR.MMWRyear","MMWR.MMWRweek","MMWR.MMWRday","epi_year","epi_week","EW","Virus"
"174","hzikav/brazil/to-ox-130/2016","asian","epi_isl_18004399",2016-03-22,"south america / brazil / tocantins / palmas","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10520,"stretches of nnns (6.20% of overall sequence).","warn",2017-02-01,"tocantins", 316,2016, 3,2016,  12,   3,2016,12,201612,"Zika"
"175","hzikav/brazil/rj-ox-1/2016","asian","epi_isl_18004401",2016-01-15,"south america / brazil / rio de janeiro","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10010,"stretches of nnns (10.69% of overall sequence). partial c gene sequence is reported.","warn",2017-02-01,"rio de janeiro", 383,2016, 1,2016,   2,   6,2016, 2,201602,"Zika"
"176","hzikav/brazil/rj-ox-4/2016","asian","epi_isl_18004402",2016-01-15,"south america / brazil / rio de janeiro","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10011,"stretches of nnns (15.77% of overall sequence). partial c gene sequence is reported.","warn",2017-02-01,"rio de janeiro", 383,2016, 1,2016,   2,   6,2016, 2,201602,"Zika"
"177","hzikav/brazil/rj-ox-6/2016","asian","epi_isl_18004403",2016-02-16,"south america / brazil / rio de janeiro","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10353,NA,NA,2017-02-01,"rio de janeiro", 351,2016, 2,2016,   7,   3,2016, 7,201607,"Zika"
"178","hzikav/brazil/to-ox-127/2016","asian","epi_isl_18004405",2016-03-10,"south america / brazil / tocantins / palmas","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10306,NA,NA,2017-02-01,"tocantins", 328,2016, 3,2016,  10,   5,2016,10,201610,"Zika"
"179","hzikav/brazil/to-ox-137/2016","asian","epi_isl_18004406",2016-03-03,"south america / brazil / tocantins / palmas","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10565,"stretches of nnns (7.66% of overall sequence).","warn",2017-02-01,"tocantins", 335,2016, 3,2016,   9,   5,2016, 9,201609,"Zika"
"180","hzikav/brazil/to-ox-106/2016","asian","epi_isl_18004407",2016-03-07,"south america / brazil / tocantins / palmas","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5", 9391,"stretches of nnns (9.96% of overall sequence). partial ns5 gene sequence is reported.","warn",2017-02-01,"tocantins", 331,2016, 3,2016,  10,   2,2016,10,201610,"Zika"
"181","hzikav/brazil/ba-ox-69/2016","asian","epi_isl_18004408",2016-04-16,"south america / brazil / bahia","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10309,"long stretches of nnns (33.44% of overall sequence). ns2b without blast coverage.","alert",2017-02-01,"bahia", 291,2016, 4,2016,  15,   7,2016,15,201615,"Zika"
"182","hzikav/brazil/to-ox-102/2016","asian","epi_isl_18004409",2016-02-25,"south america / brazil / tocantins / porto nacional","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10309,"stretches of nnns (7.90% of overall sequence).","warn",2017-02-01,"tocantins", 342,2016, 2,2016,   8,   5,2016, 8,201608,"Zika"
"183","hzikav/brazil/rn-ox-105/2015","asian","epi_isl_18004413",2015-02-23,"south america / brazil / rio grande do norte","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10022,NA,NA,2017-02-01,"rio grande do norte", 709,2015, 2,2015,   8,   2,2015, 8,201508,"Zika"
"184","hzikav/brazil/pe-ox-14/2016","asian","epi_isl_18004414",2016-01-15,"south america / brazil / pernambuco","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5", 8791,"partial ns5 gene sequence is reported.",NA,2017-02-01,"pernambuco", 383,2016, 1,2016,   2,   6,2016, 2,201602,"Zika"
"185","hzikav/brazil/pe-ox-16/2016","asian","epi_isl_18004415",2016-01-19,"south america / brazil / pernambuco","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5", 9092,"stretches of nnns (21.05% of overall sequence). partial c gene sequence is reported. partial ns5 gene sequence is reported.","warn",2017-02-01,"pernambuco", 379,2016, 1,2016,   3,   3,2016, 3,201603,"Zika"
"186","hzikav/brazil/pe-ox-18/2016","asian","epi_isl_18004416",2016-01-06,"south america / brazil / pernambuco","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5", 9391,"stretches of nnns (20.59% of overall sequence). partial ns5 gene sequence is reported.","warn",2017-02-01,"pernambuco", 392,2016, 1,2016,   1,   4,2016, 1,201601,"Zika"
"187","hzikav/brazil/pe-ox-25/2016","asian","epi_isl_18004417",2016-01-18,"south america / brazil / pernambuco","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5", 8791,"long stretches of nnns (35.31% of overall sequence). ns2b without blast coverage. partial ns5 gene sequence is reported.","alert",2017-02-01,"pernambuco", 380,2016, 1,2016,   3,   2,2016, 3,201603,"Zika"
"188","hzikav/brazil/pe-ox-28/2016","asian","epi_isl_18004418",2016-01-18,"south america / brazil / pernambuco","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5", 9673,"stretches of nnns (7.12% of overall sequence).","warn",2017-02-01,"pernambuco", 380,2016, 1,2016,   3,   2,2016, 3,201603,"Zika"
"189","hzikav/brazil/pe-ox-301/2015","asian","epi_isl_18004419",2015-05-13,"south america / brazil / pernambuco","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10022,NA,NA,2017-02-01,"pernambuco", 630,2015, 5,2015,  19,   4,2015,19,201519,"Zika"
"190","hzikav/brazil/pe-ox-302/2015","asian","epi_isl_18004420",2015-05-13,"south america / brazil / pernambuco","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10022,NA,NA,2017-02-01,"pernambuco", 630,2015, 5,2015,  19,   4,2015,19,201519,"Zika"
"191","hzikav/brazil/pe-ox-303/2015","asian","epi_isl_18004421",2015-05-14,"south america / brazil / pernambuco","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5", 9374,"long stretches of nnns (37.37% of overall sequence). ns2b without blast coverage. partial c gene sequence is reported.","alert",2017-02-01,"pernambuco", 629,2015, 5,2015,  19,   5,2015,19,201519,"Zika"
"192","hzikav/brazil/pe-ox-313/2015","asian","epi_isl_18004422",2015-06-15,"south america / brazil / pernambuco","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5", 9673,NA,NA,2017-02-01,"pernambuco", 597,2015, 6,2015,  24,   2,2015,24,201524,"Zika"
"193","hzikav/brazil/pe-ox-319/2016","asian","epi_isl_18004423",2016-07-10,"south america / brazil / pernambuco","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10565,NA,NA,2017-02-01,"pernambuco", 206,2016, 7,2016,  28,   1,2016,28,201628,"Zika"
"194","hzikav/brazil/pe-ox-321/2015","asian","epi_isl_18004424",2015-08-09,"south america / brazil / pernambuco","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5", 9673,"stretches of nnns (10.62% of overall sequence).","warn",2017-02-01,"pernambuco", 542,2015, 8,2015,  32,   1,2015,32,201532,"Zika"
"195","hzikav/brazil/al-ox-103/2015","asian","epi_isl_18004425",2015-08-20,"south america / brazil / alagoas","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10310,"stretches of nnns (18.72% of overall sequence).","warn",2017-02-01,"alagoas", 531,2015, 8,2015,  33,   5,2015,33,201533,"Zika"
"196","hzikav/brazil/al-ox-107/2015","asian","epi_isl_18004426",2015-09-09,"south america / brazil / alagoas","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5", 8791,"stretches of nnns (15.66% of overall sequence). partial ns5 gene sequence is reported.","warn",2017-02-01,"alagoas", 511,2015, 9,2015,  36,   4,2015,36,201536,"Zika"
"197","hzikav/brazil/un-ox-100/2016","asian","epi_isl_18004427",2016-05-19,"south america / brazil / sao paulo","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10309,"stretches of nnns (6.81% of overall sequence).","warn",2017-02-01,"sao paulo", 258,2016, 5,2016,  20,   5,2016,20,201620,"Zika"
"198","hzikav/brazil/un-ox-16/2016","asian","epi_isl_18004428",2016-04-25,"south america / brazil / sao paulo","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5", 9673,"stretches of nnns (6.70% of overall sequence).","warn",2017-02-01,"sao paulo", 282,2016, 4,2016,  17,   2,2016,17,201617,"Zika"
"199","hzikav/brazil/un-ox-15/2016","asian","epi_isl_18004429",2016-04-24,"south america / brazil / sao paulo","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10565,NA,NA,2017-02-01,"sao paulo", 283,2016, 4,2016,  17,   1,2016,17,201617,"Zika"
"200","hzikav/brazil/un-ox-14/2016","asian","epi_isl_18004430",2016-04-24,"south america / brazil / sao paulo","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10310,"long stretches of nnns (27.58% of overall sequence).","alert",2017-02-01,"sao paulo", 283,2016, 4,2016,  17,   1,2016,17,201617,"Zika"
"201","hzikav/brazil/un-ox-13/2016","asian","epi_isl_18004431",2016-04-24,"south america / brazil / sao paulo","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10565,NA,NA,2017-02-01,"sao paulo", 283,2016, 4,2016,  17,   1,2016,17,201617,"Zika"
"202","hzikav/brazil/un-ox-12/2016","asian","epi_isl_18004432",2016-04-19,"south america / brazil / sao paulo","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10565,NA,NA,2017-02-01,"sao paulo", 288,2016, 4,2016,  16,   3,2016,16,201616,"Zika"
"203","hzikav/brazil/to-ox-103/2016","asian","epi_isl_18004433",2016-05-24,"south america / brazil / tocantins / araguaina","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10309,"stretches of nnns (7.82% of overall sequence).","warn",2017-02-01,"tocantins", 253,2016, 5,2016,  21,   3,2016,21,201621,"Zika"
"204","hzikav/brazil/un-ox-11/2016","asian","epi_isl_18004434",2016-04-19,"south america / brazil / sao paulo","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10310,"stretches of nnns (9.03% of overall sequence).","warn",2017-02-01,"sao paulo", 288,2016, 4,2016,  16,   3,2016,16,201616,"Zika"
"205","hzikav/brazil/un-ox-7/2016","asian","epi_isl_18004435",2016-04-19,"south america / brazil / sao paulo","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10309,"stretches of nnns (17.85% of overall sequence).","warn",2017-02-01,"sao paulo", 288,2016, 4,2016,  16,   3,2016,16,201616,"Zika"
"206","hzikav/brazil/un-ox-6/2016","asian","epi_isl_18004436",2016-04-19,"south america / brazil / sao paulo","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5", 9673,"long stretches of nnns (28.76% of overall sequence).","alert",2017-02-01,"sao paulo", 288,2016, 4,2016,  16,   3,2016,16,201616,"Zika"
"207","hzikav/brazil/un-ox-4/2016","asian","epi_isl_18004437",2016-04-18,"south america / brazil / sao paulo","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10565,NA,NA,2017-02-01,"sao paulo", 289,2016, 4,2016,  16,   2,2016,16,201616,"Zika"
"208","hzikav/brazil/un-ox-2/2016","asian","epi_isl_18004438",2016-04-18,"south america / brazil / sao paulo","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10565,"stretches of nnns (5.73% of overall sequence).","warn",2017-02-01,"sao paulo", 289,2016, 4,2016,  16,   2,2016,16,201616,"Zika"
"209","hzikav/brazil/un-ox-1/2016","asian","epi_isl_18004439",2016-04-18,"south america / brazil / sao paulo","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10565,NA,NA,2017-02-01,"sao paulo", 289,2016, 4,2016,  16,   2,2016,16,201616,"Zika"
"210","hzikav/brazil/al-ox-116/2015","asian","epi_isl_18004440",2015-08-28,"south america / brazil / alagoas","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10310,"stretches of nnns (5.10% of overall sequence).","warn",2017-02-01,"alagoas", 523,2015, 8,2015,  34,   6,2015,34,201534,"Zika"
"211","hzikav/brazil/un-ox-8/2016","asian","epi_isl_18004441",2016-04-19,"south america / brazil / sao paulo","human","original",NA,NA,"oxford nanopore technologies","bwa/nanopolish v. 0.5",10310,"stretches of nnns (15.60% of overall sequence).","warn",2017-02-01,"sao paulo", 288,2016, 4,2016,  16,   3,2016,16,201616,"Zika"
"212","hzikav/brazil/un-ial-18147/2016","asian","epi_isl_18004506",2016-10-10,"south america / brazil","human","c6/36 vero",NA,NA,"sanger",NA, 1515,NA,NA,2017-05-05,NA, 207,2016,10,2016,  41,   2,2016,41,201641,"Zika"
"213","hzikav/brazil/un-ial-19147/2016","asian","epi_isl_18004507",2016-11-11,"south america / brazil","human","culture",NA,NA,"sanger",NA, 1515,NA,NA,2017-05-05,NA, 175,2016,11,2016,  45,   6,2016,45,201645,"Zika"
"214","hzikav/brazil/un-ial-17829/2016","asian","epi_isl_18004508",2016-03-05,"south america / brazil","human","culture",NA,NA,"sanger",NA, 1515,NA,NA,2017-05-05,NA, 426,2016, 3,2016,   9,   7,2016, 9,201609,"Zika"
"215","hzikav/brazil/un-ial-22482/2016","asian","epi_isl_18004509",2016-03-05,"south america / brazil","human","culture",NA,NA,"sanger",NA, 1515,NA,NA,2017-05-05,NA, 426,2016, 3,2016,   9,   7,2016, 9,201609,"Zika"
"216","hzikav/brazil/un-ial-2716-1/2016","asian","epi_isl_18004510",2016-07-07,"south america / brazil","human","culture",NA,NA,"sanger",NA, 1515,NA,NA,2017-05-05,NA, 302,2016, 7,2016,  27,   5,2016,27,201627,"Zika"
"217","hzikav/brazil/un-ial-31016/2016","asian","epi_isl_18004511",2016-06-05,"south america / brazil","human","c6/36 vero",NA,NA,"sanger",NA, 1515,NA,NA,2017-05-05,NA, 334,2016, 6,2016,  23,   1,2016,23,201623,"Zika"
"218","hzikav/brazil/un-ial-310161/2016","asian","epi_isl_18004512",2016-06-05,"south america / brazil","human","original","urine",NA,"sanger",NA, 1515,NA,NA,2017-05-05,NA, 334,2016, 6,2016,  23,   1,2016,23,201623,"Zika"
"219","hzikav/brazil/un-fiocruz-bm1/2016","asian","epi_isl_18004538",2016-02-12,"south america / brazil","human","original","breast milk",NA,"sanger",NA,10807,NA,NA,2016-11-30,NA, 292,2016, 2,2016,   6,   6,2016, 6,201606,"Zika"
"220","hzikav/brazil/am-zb2208301_0_151026v02/2018","asian","epi_isl_18059199",2018-04-25,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10369,NA,NA,2023-08-02,"amazonas",1925,2018, 4,2018,  17,   4,2018,17,201817,"Zika"
"221","hzikav/brazil/am-zb2208003_0_251083v03/2018","asian","epi_isl_18059200",2018-04-23,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10369,NA,NA,2023-08-02,"amazonas",1927,2018, 4,2018,  17,   2,2018,17,201817,"Zika"
"222","hzikav/brazil/am-zb2207919_0_251089v01/2018","asian","epi_isl_18059201",2018-04-21,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1929,2018, 4,2018,  16,   7,2018,16,201816,"Zika"
"223","hzikav/brazil/am-zb2207895_0_251086v02/2018","asian","epi_isl_18059202",2018-04-21,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10555,NA,NA,2023-08-02,"amazonas",1929,2018, 4,2018,  16,   7,2018,16,201816,"Zika"
"224","hzikav/brazil/am-zb2207876_0_251088v01/2018","asian","epi_isl_18059203",2018-04-21,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10354,NA,NA,2023-08-02,"amazonas",1929,2018, 4,2018,  16,   7,2018,16,201816,"Zika"
"225","hzikav/brazil/am-zb2207802_0_251082v02/2018","asian","epi_isl_18059204",2018-04-20,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10626,NA,NA,2023-08-02,"amazonas",1930,2018, 4,2018,  16,   6,2018,16,201816,"Zika"
"226","hzikav/brazil/am-zb2207769_0_251083v02/2018","asian","epi_isl_18059205",2018-04-20,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1930,2018, 4,2018,  16,   6,2018,16,201816,"Zika"
"227","hzikav/brazil/am-zb2207439_1_251076v03/2018","asian","epi_isl_18059206",2018-04-17,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA, 8158,"stretches of nnns (14.65% of overall sequence). c without blast coverage. partial ns5 gene sequence is reported. partial prm gene sequence is reported.","warn",2023-08-02,"amazonas",1933,2018, 4,2018,  16,   3,2018,16,201816,"Zika"
"228","hzikav/brazil/am-zb2207197_0_251080v01/2018","asian","epi_isl_18059207",2018-04-15,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1935,2018, 4,2018,  16,   1,2018,16,201816,"Zika"
"229","hzikav/brazil/am-zb2207185_0_151023v01/2018","asian","epi_isl_18059208",2018-04-15,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1935,2018, 4,2018,  16,   1,2018,16,201816,"Zika"
"230","hzikav/brazil/am-zb2207157_0/2018","asian","epi_isl_18059209",2018-04-14,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1936,2018, 4,2018,  15,   7,2018,15,201815,"Zika"
"231","hzikav/brazil/am-zb2207114_0_151020v03/2018","asian","epi_isl_18059210",2018-04-14,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10366,NA,NA,2023-08-02,"amazonas",1936,2018, 4,2018,  15,   7,2018,15,201815,"Zika"
"232","hzikav/brazil/am-zb2207069_0/2018","asian","epi_isl_18059211",2018-04-13,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1937,2018, 4,2018,  15,   6,2018,15,201815,"Zika"
"233","hzikav/brazil/am-zb2207005_0_v00/2018","asian","epi_isl_18059212",2018-04-13,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10447,NA,NA,2023-08-02,"amazonas",1937,2018, 4,2018,  15,   6,2018,15,201815,"Zika"
"234","hzikav/brazil/am-zb2207004_0/2018","asian","epi_isl_18059213",2018-04-13,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1937,2018, 4,2018,  15,   6,2018,15,201815,"Zika"
"235","hzikav/brazil/am-zb2206977_0_251074v02/2018","asian","epi_isl_18059214",2018-04-13,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,"stretches of nnns (5.24% of overall sequence).","warn",2023-08-02,"amazonas",1937,2018, 4,2018,  15,   6,2018,15,201815,"Zika"
"236","hzikav/brazil/am-zb2206892_0_251074v01/2018","asian","epi_isl_18059215",2018-04-12,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1938,2018, 4,2018,  15,   5,2018,15,201815,"Zika"
"237","hzikav/brazil/am-zb2206829_0_151019v01/2018","asian","epi_isl_18059216",2018-04-11,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1939,2018, 4,2018,  15,   4,2018,15,201815,"Zika"
"238","hzikav/brazil/am-zb2206747_0/2018","asian","epi_isl_18059217",2018-04-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,"stretches of nnns (5.24% of overall sequence).","warn",2023-08-02,"amazonas",1941,2018, 4,2018,  15,   2,2018,15,201815,"Zika"
"239","hzikav/brazil/am-zb2206695_0_251071v02/2018","asian","epi_isl_18059218",2018-04-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10625,NA,NA,2023-08-02,"amazonas",1941,2018, 4,2018,  15,   2,2018,15,201815,"Zika"
"240","hzikav/brazil/am-zb2206640_0_251065v03/2018","asian","epi_isl_18059219",2018-04-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10345,NA,NA,2023-08-02,"amazonas",1941,2018, 4,2018,  15,   2,2018,15,201815,"Zika"
"241","hzikav/brazil/am-zb2206620_0_251063v04/2018","asian","epi_isl_18059220",2018-04-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1941,2018, 4,2018,  15,   2,2018,15,201815,"Zika"
"242","hzikav/brazil/am-zb2206533_0/2018","asian","epi_isl_18059221",2018-04-06,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1944,2018, 4,2018,  14,   6,2018,14,201814,"Zika"
"243","hzikav/brazil/am-zb2206434_0_251068v02/2018","asian","epi_isl_18059222",2018-04-05,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1945,2018, 4,2018,  14,   5,2018,14,201814,"Zika"
"244","hzikav/brazil/am-zb2206229_0/2018","asian","epi_isl_18059223",2018-04-03,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1947,2018, 4,2018,  14,   3,2018,14,201814,"Zika"
"245","hzikav/brazil/am-zb2206145_0/2018","asian","epi_isl_18059224",2018-04-02,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1948,2018, 4,2018,  14,   2,2018,14,201814,"Zika"
"246","hzikav/brazil/am-zb2206142_0/2018","asian","epi_isl_18059225",2018-04-02,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1948,2018, 4,2018,  14,   2,2018,14,201814,"Zika"
"247","hzikav/brazil/am-zb2206139_0/2018","asian","epi_isl_18059226",2018-04-02,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10039,"long stretches of nnns (28.20% of overall sequence). 2k without blast coverage. partial c gene sequence is reported.","alert",2023-08-02,"amazonas",1948,2018, 4,2018,  14,   2,2018,14,201814,"Zika"
"248","hzikav/brazil/am-zb2205948_0_v00/2018","asian","epi_isl_18059227",2018-03-27,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10362,"2k without blast coverage.","warn",2023-08-02,"amazonas",1954,2018, 3,2018,  13,   3,2018,13,201813,"Zika"
"249","hzikav/brazil/am-zb2205575_0/2018","asian","epi_isl_18059228",2018-03-21,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1960,2018, 3,2018,  12,   4,2018,12,201812,"Zika"
"250","hzikav/brazil/am-zb2205527_0/2018","asian","epi_isl_18059229",2018-03-21,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1960,2018, 3,2018,  12,   4,2018,12,201812,"Zika"
"251","hzikav/brazil/am-zb2205516_0/2018","asian","epi_isl_18059230",2018-03-21,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10371,NA,NA,2023-08-02,"amazonas",1960,2018, 3,2018,  12,   4,2018,12,201812,"Zika"
"252","hzikav/brazil/am-zb2205515_0_v00/2018","asian","epi_isl_18059231",2018-03-21,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10354,"stretches of nnns (12.00% of overall sequence). 2k without blast coverage. ns4a without blast coverage.","warn",2023-08-02,"amazonas",1960,2018, 3,2018,  12,   4,2018,12,201812,"Zika"
"253","hzikav/brazil/am-zb2205514_0/2018","asian","epi_isl_18059232",2018-03-21,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10368,NA,NA,2023-08-02,"amazonas",1960,2018, 3,2018,  12,   4,2018,12,201812,"Zika"
"254","hzikav/brazil/am-zb2205502_0_251056v01/2018","asian","epi_isl_18059233",2018-03-21,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10340,"stretches of nnns (7.57% of overall sequence).","warn",2023-08-02,"amazonas",1960,2018, 3,2018,  12,   4,2018,12,201812,"Zika"
"255","hzikav/brazil/am-zb2205474_0_251053v03/2018","asian","epi_isl_18059234",2018-03-20,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1961,2018, 3,2018,  12,   3,2018,12,201812,"Zika"
"256","hzikav/brazil/am-zb2205455_0_251055v01/2018","asian","epi_isl_18059235",2018-03-20,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10614,NA,NA,2023-08-02,"amazonas",1961,2018, 3,2018,  12,   3,2018,12,201812,"Zika"
"257","hzikav/brazil/am-zb2205360_0_151013v03/2018","asian","epi_isl_18059236",2018-03-19,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1962,2018, 3,2018,  12,   2,2018,12,201812,"Zika"
"258","hzikav/brazil/am-zb2104785_1/2018","asian","epi_isl_18059237",2018-06-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1880,2018, 6,2018,  23,   7,2018,23,201823,"Zika"
"259","hzikav/brazil/am-zb2104785_0/2018","asian","epi_isl_18059238",2018-06-09,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1880,2018, 6,2018,  23,   7,2018,23,201823,"Zika"
"260","hzikav/brazil/am-zb2104675_0_251134v02/2018","asian","epi_isl_18059239",2018-06-08,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA, 9702,"long stretches of nnns (32.88% of overall sequence). c without blast coverage. prm without blast coverage.","alert",2023-08-02,"amazonas",1881,2018, 6,2018,  23,   6,2018,23,201823,"Zika"
"261","hzikav/brazil/am-zb2104663_0/2018","asian","epi_isl_18059240",2018-06-08,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1881,2018, 6,2018,  23,   6,2018,23,201823,"Zika"
"262","hzikav/brazil/am-zb2104646_0/2018","asian","epi_isl_18059241",2018-06-08,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10369,NA,NA,2023-08-02,"amazonas",1881,2018, 6,2018,  23,   6,2018,23,201823,"Zika"
"263","hzikav/brazil/am-zb2104636_1_251135v01/2018","asian","epi_isl_18059242",2018-06-08,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10366,NA,NA,2023-08-02,"amazonas",1881,2018, 6,2018,  23,   6,2018,23,201823,"Zika"
"264","hzikav/brazil/am-zb2104636_0/2018","asian","epi_isl_18059243",2018-06-08,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1881,2018, 6,2018,  23,   6,2018,23,201823,"Zika"
"265","hzikav/brazil/am-zb2104321_1/2018","asian","epi_isl_18059244",2018-06-06,"south america / brazil / amazonas","human","original",NA,NA,"illumina miseq",NA,10367,NA,NA,2023-08-02,"amazonas",1883,2018, 6,2018,  23,   4,2018,23,201823,"Zika"
